threshold_deg,cue_delay_s,cooldown_s,cue_strength,base_pattern,mean_error_deg,bad_posture_percent,number_of_cues,total_comfort_penalty,mean_pressure_kpa,max_pressure_kpa,norm_mean_error_deg,norm_bad_posture_percent,norm_number_of_cues,norm_total_comfort_penalty,overall_score_lower_is_better
7,2.0,4,1.3,wave,6.150058513189323,83.83333333333334,38,6.473340736706906,0.17981502046408068,3.121032661799397,0.5025668840027606,0.49714285714285744,0.5384615384615384,0.466211259773702,0.49644441251587024
8,0.5,6,1.6,wave,7.231704355358706,83.94444444444444,25,5.245896272775681,0.14571934091043556,3.8400182245272254,0.7445034506148321,0.5028571428571426,0.20512820512820512,0.3313689137684604,0.4991981802059348
8,2.0,6,1.6,wave,6.619281517881368,85.44444444444444,25,5.245838595360583,0.1457177387600162,3.8400182245272254,0.6075200935513775,0.5799999999999997,0.20512820512820512,0.3313625775486216,0.4996653594103891
6,2.0,3,1.0,wave,5.589391409525798,83.94444444444444,50,6.556591742872206,0.1821275484131168,2.4060080884245187,0.3771599635632277,0.5028571428571426,0.8461538461538461,0.4753568963450482,0.5002624690609153
7,2.0,3,1.3,wave,4.748642338265148,84.11111111111111,50,8.5230201276475,0.23675055910131942,3.1278105149518742,0.18910585587569828,0.5114285714285713,0.8461538461538461,0.6913811845683693,0.5003109426408402
7,1.0,8,1.3,wave,7.622991341772307,85.66666666666667,19,3.239344225321906,0.08998178403671961,3.1200002599673136,0.8320243621389078,0.5914285714285715,0.05128205128205128,0.11093679369215176,0.5014645115442197
7,2.0,4,1.3,pulse,6.345752665664818,83.66666666666667,38,6.437393096425219,0.17881647490070052,3.121032661799397,0.546338670950162,0.4885714285714286,0.5384615384615384,0.4622621897413109,0.5027404023890994
7,0.5,8,1.6,pulse,7.125820786680249,85.94444444444444,20,4.168917753133697,0.11580327092038045,3.8400003199597705,0.7208199989081988,0.6057142857142854,0.07692307692307693,0.21305617991110654,0.5030799719730072
7,1.0,6,1.6,pulse,6.5937395068689355,85.55555555555556,26,5.379357152759921,0.14942658757666447,3.8400182245272254,0.601806997630515,0.5857142857142856,0.23076923076923078,0.3460304147046096,0.5063061839969023
7,2.0,6,1.6,wave,6.863374380151967,85.16666666666667,25,5.2458840393294155,0.14571900109248376,3.8400182245272254,0.6621174365354908,0.5657142857142857,0.20512820512820512,0.33136756984892457,0.5068871221879067
6,1.0,8,1.3,wave,7.191938907520038,86.72222222222223,20,3.3997711175815586,0.09443808659948773,3.1200002599673136,0.735608934919581,0.6457142857142858,0.07692307692307693,0.12856067741992405,0.5078781054776162
5,1.0,6,1.6,pulse,6.138247409415767,86.66666666666667,26,5.453730364019376,0.1514925101116493,3.8400182245272254,0.49992504155908074,0.6428571428571429,0.23076923076923078,0.35420077074177714,0.508184051900763
7,0.5,8,1.0,wave,7.581884582460964,86.55555555555556,20,2.6166253895718548,0.07268403859921818,2.4000001999748566,0.8228298293032908,0.637142857142857,0.07692307692307693,0.042527288267151506,0.5086195083858462
8,2.0,3,1.6,wave,4.205287566001854,83.94444444444444,50,10.489043677546956,0.2913623243763043,3.8496129414792297,0.06757126208480432,0.5028571428571426,0.8461538461538461,0.9073609991833057,0.5092661142589611
7,2.0,8,1.3,pulse,7.527963117828444,86.33333333333333,19,3.2393442500860825,0.0899817847246134,3.1200002599673136,0.8107689739740439,0.6257142857142852,0.05128205128205128,0.11093679641264931,0.5115792364756744
6,2.0,8,1.3,pulse,6.794577004501162,87.83333333333333,20,3.409571350266633,0.09471031528518424,3.1200002599673136,0.646729219609058,0.7028571428571424,0.07692307692307693,0.1296372934343222,0.5115877855671507
6,1.0,3,1.6,wave,3.903191129288514,84.5,51,10.680663777342772,0.2966851049261881,3.8496129414792297,0.0,0.5314285714285713,0.8717948717948718,0.9284116491780693,0.5120046741579581
6,0.5,6,1.3,wave,6.631779433292912,86.61111111111111,26,4.432786198382776,0.1231329499550771,3.120014807428371,0.610315558228071,0.64,0.23076923076923078,0.2420437563267309,0.512064563899287
7,2.0,6,1.6,pulse,6.896055752678382,85.38888888888889,25,5.245899456205257,0.1457194293390349,3.8400182245272254,0.6694274253996396,0.5771428571428567,0.20512820512820512,0.3313692634878367,0.5138578152745834
7,1.0,8,1.6,wave,7.8918954679279025,84.88888888888889,19,3.9868841318899064,0.11074678144138628,3.8400003199597705,0.8921713515633042,0.551428571428571,0.05128205128205128,0.193058663720657,0.5149256329060196
5,0.5,6,1.0,wave,6.81872520632835,87.27777777777777,26,3.4098041033474216,0.09471678064853949,2.4000113903295164,0.6521305559912212,0.6742857142857138,0.23076923076923078,0.12966286279601286,0.5154707060625021
5,2.0,4,1.6,wave,5.052167592575688,85.88888888888889,38,7.973881597309568,0.22149671103637686,3.841270968368489,0.2569967079873901,0.6028571428571425,0.5384615384615384,0.6310549295820692,0.5155920310451294
6,2.0,8,1.6,pulse,6.417177244589923,88.27777777777777,20,4.196322526146093,0.11656451461516926,3.8400003199597705,0.5623145261914625,0.7257142857142852,0.07692307692307693,0.21606676327623683,0.518055720466849
7,2.0,8,1.6,pulse,7.327840364650516,86.38888888888889,19,3.986885083269981,0.11074680786861058,3.8400003199597705,0.7660066220865572,0.6285714285714282,0.05128205128205128,0.1930587682356269,0.5180987571541125
5,0.5,8,1.3,pulse,7.131577423457506,87.33333333333333,20,3.409512052493701,0.09470866812482504,3.1200002599673136,0.7221076116209967,0.6771428571428567,0.07692307692307693,0.12963077920817995,0.5188596521534783
5,0.5,6,1.0,pulse,6.826977251922431,87.44444444444444,26,3.4098224153367114,0.09471728931490866,2.4000113903295164,0.6539763279627142,0.6828571428571426,0.23076923076923078,0.1296648744809961,0.519789694249515
5,2.0,8,1.0,pulse,6.5184534988460445,89.61111111111111,20,2.6229488841520316,0.07285969122644531,2.4000001999748566,0.5849674392604153,0.7942857142857143,0.07692307692307693,0.043221963154039304,0.5200071315667908
7,1.0,3,1.0,wave,5.441261407591277,85.05555555555556,51,6.687339331346383,0.18575942587073285,2.4060080884245187,0.34402706304895253,0.5599999999999998,0.8717948717948718,0.48972032547154415,0.5231303180360342
6,2.0,8,1.6,wave,7.49298197788218,86.27777777777777,19,3.98688476150127,0.1107467989305908,3.8400003199597705,0.8029445858380887,0.6228571428571423,0.05128205128205128,0.1930587328873491,0.5247618124509111
6,2.0,4,1.0,pulse,6.070315370765343,86.5,39,5.111416296865013,0.14198378602402814,2.4007943552303055,0.48473037843248923,0.6342857142857141,0.5641025641025641,0.31659545885837415,0.5263405142186249
6,2.0,4,1.6,pulse,5.221920794557946,85.77777777777777,39,8.090265481958077,0.2247295967210577,3.841270968368489,0.2949661664347344,0.5971428571428566,0.5641025641025641,0.643840417239039,0.5276341671810333
8,1.0,3,1.6,pulse,4.755742873529156,83.5,50,10.492831028395514,0.291467528566542,3.8496129414792297,0.1906940643778793,0.4799999999999998,0.8461538461538461,0.9077770630367602,0.5298443133172065
7,1.0,4,1.3,wave,5.3119149563891135,87.05555555555556,39,6.649230633744233,0.1847008509373398,3.121032661799397,0.3150955633960312,0.6628571428571427,0.5641025641025641,0.48553384996175186,0.5305766315373288
7,2.0,3,1.0,wave,5.7118864465205395,84.83333333333334,51,6.657702788237767,0.1849361885621602,2.4060080884245187,0.40455897673567925,0.5485714285714288,0.8717948717948718,0.48646456839439534,0.532469287899429
5,0.5,4,1.3,wave,5.840311487387062,86.11111111111111,39,6.477940893913351,0.17994280260870418,3.121032661799397,0.4332843804148956,0.6142857142857142,0.5641025641025641,0.4667166154194664,0.5345032460264451
7,0.5,6,1.0,wave,7.073006715387895,87.5,26,3.4098224153367114,0.09471728931490866,2.4000113903295164,0.7090068392036786,0.6857142857142855,0.23076923076923078,0.1296648744809961,0.5348330363454704
7,0.5,8,1.3,pulse,7.422214517302032,87.33333333333333,20,3.4096197965471173,0.0947116610151977,3.1200002599673136,0.7871157111980519,0.6771428571428567,0.07692307692307693,0.12964261555708023,0.5351140443175222
8,1.0,3,1.3,wave,5.165432649192475,84.38888888888889,51,8.662613296401004,0.24062814712225014,3.1278105149518742,0.2823312101383225,0.5257142857142854,0.8717948717948718,0.7067163552536009,0.5356769893362164
6,0.5,8,1.6,wave,6.838433463413367,88.05555555555556,20,4.196678161767711,0.11657439338243641,3.8400003199597705,0.6565387900611586,0.7142857142857142,0.07692307692307693,0.21610583204305367,0.5364767430447794
7,0.5,3,1.3,pulse,5.100999989978467,84.55555555555556,51,8.69204629877115,0.24144573052142082,3.1278105149518742,0.2679192688723554,0.5342857142857141,0.8717948717948718,0.7099497521250627,0.5365778262511599
8,2.0,6,1.6,pulse,6.608923877994108,86.77777777777777,26,5.450220169079847,0.15139500469666242,3.8400182245272254,0.6052033538803758,0.648571428571428,0.23076923076923078,0.35381515417459997,0.5369979352390797
8,2.0,3,1.3,wave,5.0686745137722955,85.0,50,8.525534218482658,0.23682039495785157,3.1278105149518742,0.26068888493103143,0.5571428571428569,0.8461538461538461,0.6916573729550904,0.5388333661534462
6,1.0,6,1.6,pulse,6.638465840088222,86.83333333333333,26,5.455008101158869,0.15152800280996856,3.8400182245272254,0.6118111367621544,0.651428571428571,0.23076923076923078,0.3543411380484295,0.5400407920200045
7,2.0,3,1.6,wave,4.347391669939106,84.72222222222221,51,10.640875939659807,0.29557988721277234,3.8496129414792297,0.0993563230240761,0.5428571428571423,0.8717948717948718,0.9240407097724169,0.5411124241757036
5,0.5,8,1.0,wave,7.889274317798874,87.22222222222223,20,2.6222660813270946,0.0728407244813082,2.4000001999748566,0.891585067182531,0.6714285714285716,0.07692307692307693,0.04314695305176663,0.5413608222411509
5,0.5,6,1.6,wave,6.436149945696709,87.3888888888889,26,5.455642509006044,0.15154562525016785,3.8400182245272254,0.5665582351636401,0.6800000000000004,0.23076923076923078,0.35441083166386456,0.5415986482006062
5,1.0,8,1.6,wave,6.668587849020349,88.72222222222223,20,4.196692517077274,0.1165747921410354,3.8400003199597705,0.6185486613162918,0.7485714285714287,0.07692307692307693,0.21610740906236167,0.5424080976909958
7,1.0,6,1.3,wave,7.586532184267479,85.66666666666667,26,4.391363512990903,0.12198231980530283,3.120014807428371,0.8238693792005038,0.5914285714285715,0.23076923076923078,0.23749321881549557,0.5426857687830053
5,2.0,8,1.3,wave,6.988787991762657,88.72222222222223,20,3.409771761416904,0.09471588226158066,3.1200002599673136,0.6901692603548798,0.7485714285714287,0.07692307692307693,0.1296593098354403,0.5430236276052586
5,2.0,4,1.3,pulse,5.631509680099265,86.83333333333333,39,6.647992966957705,0.18466647130438066,3.121032661799397,0.38658074565003864,0.651428571428571,0.5641025641025641,0.4853978846305517,0.5432778768917335
7,0.5,4,1.3,wave,5.8662716096551275,86.27777777777777,39,6.648841421546932,0.18469003948741475,3.121032661799397,0.43909099715163497,0.6228571428571423,0.5641025641025641,0.4854910926009749,0.5435669385040742
6,0.5,8,1.0,wave,7.749351534453341,87.72222222222223,20,2.6228601031847294,0.07285722508846469,2.4000001999748566,0.8602879119828889,0.6971428571428573,0.07692307692307693,0.04321221001712482,0.5451210134057407
6,2.0,4,1.6,wave,5.449100331525521,86.0,39,8.090265481958077,0.2247295967210577,3.841270968368489,0.34578043024979205,0.6085714285714284,0.5641025641025641,0.643840417239039,0.545480590277655
6,2.0,6,1.6,wave,6.353889212916159,87.77777777777777,26,5.455561721845814,0.1515433811623837,3.8400182245272254,0.5481586088904014,0.6999999999999995,0.23076923076923078,0.35440195669596775,0.5459969666387168
8,0.5,6,1.0,wave,7.837633283772084,86.16666666666667,26,3.4083002236164663,0.09467500621156849,2.4000113903295164,0.8800342859733319,0.6171428571428572,0.23076923076923078,0.1294976523307,0.5466993107506818
6,2.0,4,1.3,wave,5.987444899731263,86.16666666666667,39,6.626729145959329,0.18407580960998135,3.121032661799397,0.4661943692750938,0.6171428571428572,0.5641025641025641,0.48306192272538057,0.5472855189883917
5,0.5,8,1.6,pulse,7.005267086939899,88.16666666666667,20,4.196692517077274,0.1165747921410354,3.8400003199597705,0.6938552133282293,0.7200000000000001,0.07692307692307693,0.21610740906236167,0.5483775928368374
8,2.0,6,1.0,wave,8.1296500376014,85.77777777777777,25,3.278688966744057,0.09107469352066826,2.4000113903295164,0.945350980274093,0.5971428571428566,0.20512820512820512,0.11525905624025978,0.5486166625436814
5,1.0,8,1.3,wave,7.437035133885665,88.0,20,3.409512052493701,0.09470866812482504,3.1200002599673136,0.7904307048415598,0.7114285714285712,0.07692307692307693,0.12963077920817995,0.5513689968871907
6,0.5,4,1.6,wave,5.333153633233125,86.27777777777777,40,8.35196015720307,0.2319988932556408,3.841270968368489,0.31984611330312246,0.6228571428571423,0.5897435897435898,0.6725891916105464,0.5537394399079629
7,2.0,8,1.6,wave,6.915257377894526,88.66666666666667,20,4.196455134211837,0.11656819817255101,3.8400003199597705,0.6737223388519469,0.7457142857142858,0.07692307692307693,0.21608133109026792,0.5549105871947767
6,1.0,4,1.0,wave,6.156543140750647,87.6111111111111,39,5.114792795187872,0.14207757764410756,2.4007943552303055,0.5040173296724803,0.6914285714285707,0.5641025641025641,0.31696638802748617,0.5569507235767306
7,1.0,4,1.0,pulse,6.831640657783645,86.0,39,5.107122102895226,0.14186450285820074,2.4007943552303055,0.6550194128235758,0.6085714285714284,0.5641025641025641,0.31612371516152854,0.5572469955055989
8,0.5,8,1.6,pulse,7.831267710174218,86.66666666666667,20,4.194712299349529,0.11651978609304248,3.8400003199597705,0.8786104696364655,0.6428571428571429,0.07692307692307693,0.2158898699297519,0.5598086133730887
6,0.5,6,1.0,wave,7.224058959172123,88.22222222222223,26,3.4098362614625897,0.09471767392951637,2.4000113903295164,0.7427933706314792,0.722857142857143,0.23076923076923078,0.12966639556333537,0.5599942591331744
7,0.5,3,1.6,wave,4.648223262760758,85.0,51,10.702503421625007,0.2972917617118057,3.8496129414792297,0.16664467181459788,0.5571428571428569,0.8717948717948718,0.9308108688230091,0.5657171146120241
5,1.0,8,1.3,pulse,7.4734847153463155,88.55555555555556,20,3.409793149396557,0.09471647637212656,3.1200002599673136,0.7985835458633033,0.7399999999999999,0.07692307692307693,0.12966165943693958,0.5662705260455214
8,0.5,4,1.6,pulse,6.083299547584783,85.33333333333334,39,8.182145190101792,0.2272818108361609,3.841270968368489,0.48763460737463454,0.5742857142857146,0.5641025641025641,0.6539339699499253,0.5675342736724717
6,0.5,6,1.6,pulse,6.772220347232569,87.44444444444444,27,5.665358000932038,0.15737105558144548,3.8400182245272254,0.6417286060166847,0.6828571428571426,0.2564102564102564,0.37744937210778384,0.5688487658524678
5,0.5,6,1.6,pulse,6.162783242177271,89.0,27,5.642859910298787,0.15674610861941074,3.8400182245272254,0.5054130810872323,0.7628571428571427,0.2564102564102564,0.37497781806947744,0.5702755738124434
6,1.0,6,1.0,wave,7.6409558659596195,87.72222222222223,26,3.4097012011458707,0.09471392225405197,2.4000113903295164,0.8360425676672357,0.6971428571428573,0.23076923076923078,0.1296515583544076,0.5717321623788993
5,0.5,3,1.3,wave,4.941829275155706,86.22222222222223,52,8.862567301873947,0.2461824250520541,3.1278105149518742,0.2323168426917372,0.6200000000000001,0.8974358974358975,0.7286825361957208,0.5725593076556683
5,2.0,6,1.6,pulse,6.46289791792009,88.66666666666667,26,5.45572369307841,0.15154788036328917,3.8400182245272254,0.5725410738260445,0.7457142857142858,0.23076923076923078,0.35441975023500794,0.5726675701518644
6,1.0,8,1.6,pulse,7.453561846748379,88.16666666666667,20,4.196624435420581,0.11657290098390503,3.8400003199597705,0.79412730867574,0.7200000000000001,0.07692307692307693,0.2160999298724039,0.5734441208357235
6,2.0,6,1.6,pulse,6.707176143675328,88.1111111111111,26,5.455561721845814,0.1515433811623837,3.8400182245272254,0.6271798778903935,0.7171428571428564,0.23076923076923078,0.35440195669596775,0.5734665696030005
7,2.0,4,1.0,pulse,6.613007597982386,87.22222222222223,39,5.114493401189948,0.1420692611441652,2.4007943552303055,0.6061167778075527,0.6714285714285716,0.5641025641025641,0.31693349774996543,0.5734690075549949
6,0.5,3,1.6,wave,4.747739773056864,85.16666666666667,51,10.702837195797482,0.2973010332165967,3.8496129414792297,0.18890397507597395,0.5657142857142857,0.8717948717948718,0.9308475359747826,0.5751464167148658
7,0.5,4,1.0,wave,6.003043892523101,88.61111111111111,40,5.245768119880683,0.14571578110779676,2.4007943552303055,0.4696834658088488,0.7428571428571429,0.5897435897435898,0.3313548353824179,0.5769519067887691
6,0.5,8,1.3,pulse,7.418669345533302,89.16666666666667,20,3.409835468195305,0.09471765189431403,3.1200002599673136,0.7863227467615075,0.7714285714285715,0.07692307692307693,0.12966630841803076,0.5773491132091477
6,1.0,8,1.0,wave,8.373973935360683,87.6111111111111,20,2.620132585521061,0.07278146070891836,2.4000001999748566,1.0,0.6914285714285707,0.07692307692307693,0.0429125753767421,0.577417679910513
7,0.5,3,1.6,pulse,4.362732572504663,85.94444444444444,52,10.898107851068769,0.3027252180852435,3.8496129414792297,0.1027876913617911,0.6057142857142854,0.8974358974358975,0.9522992220074278,0.5784717855569516
5,0.5,8,1.0,pulse,8.11515270256767,88.33333333333333,20,2.6229410119465104,0.07285947255406973,2.4000001999748566,0.9421082964617551,0.7285714285714281,0.07692307692307693,0.04322109834370213,0.5797207443336294
6,0.5,4,1.0,pulse,6.254304326986482,88.22222222222223,40,5.244761395119819,0.14568781653110607,2.4007943552303055,0.5258840117450374,0.722857142857143,0.5897435897435898,0.3312442404573313,0.581979924287799
6,2.0,4,1.0,wave,6.523229207282814,87.83333333333333,39,5.114826509020875,0.14207851413946873,2.4007943552303055,0.5860356433409809,0.7028571428571424,0.5641025641025641,0.31697009170000945,0.5825988998712177
6,1.0,4,1.6,pulse,5.31403345567425,87.66666666666667,40,8.35196015720307,0.2319988932556408,3.841270968368489,0.3155694176128495,0.6942857142857144,0.5897435897435898,0.6725891916105464,0.5848131231282522
6,1.0,4,1.0,pulse,5.65316429949862,89.66666666666666,41,5.318716947628589,0.14774213743412745,2.4007943552303055,0.3914243312901068,0.7971428571428565,0.6153846153846154,0.33936871410435665,0.585982572896145
7,1.0,4,1.6,pulse,5.0973841383260075,88.22222222222223,40,8.388106892107853,0.23300296922521815,3.841270968368489,0.26711049514987695,0.722857142857143,0.5897435897435898,0.6765601334154243,0.5863497237306274
5,1.0,6,1.3,pulse,6.873088648097133,89.05555555555556,27,4.561855371627568,0.12671820476743242,3.120014807428371,0.6642902703246815,0.7657142857142856,0.2564102564102564,0.25622280118676777,0.5875295820309782
5,0.5,4,1.6,wave,5.1253725681778395,88.33333333333333,40,8.392286479428332,0.23311906887300923,3.841270968368489,0.2733707925219207,0.7285714285714281,0.5897435897435898,0.6770192868648782,0.5905780573349574
6,2.0,3,1.6,pulse,4.6514458432162415,86.11111111111111,51,10.702538817302298,0.2972927449250638,3.8496129414792297,0.1673654808082951,0.6142857142857142,0.8717948717948718,0.9308147572565021,0.5916123802614328
7,0.5,3,1.0,pulse,5.120316529837689,88.33333333333333,53,6.951301142184745,0.1930916983940207,2.4060080884245187,0.27223988579720054,0.7285714285714281,0.9230769230769231,0.5187181586730883,0.5919684383487528
5,1.0,4,1.6,pulse,5.185942500639785,88.27777777777777,40,8.388106892107853,0.23300296922521815,3.841270968368489,0.2869187404069487,0.7257142857142852,0.5897435897435898,0.6765601334154243,0.5925874993306094
6,2.0,6,1.3,wave,6.756888533637992,89.83333333333333,26,4.432745334351648,0.12313181484310132,3.120014807428371,0.6382992706497879,0.8057142857142853,0.23076923076923078,0.2420392671608367,0.5936310227429658
8,2.0,4,1.0,pulse,6.830329801968759,87.66666666666667,39,5.11256367588954,0.14201565766359836,2.4007943552303055,0.6547262078364972,0.6942857142857144,0.5641025641025641,0.31672150552196726,0.5958646809023457
5,1.0,3,1.6,wave,4.441049776376634,86.5,52,10.912709199616309,0.3031308111004531,3.8496129414792297,0.12030525087409875,0.6342857142857141,0.8974358974358975,0.9539032702155925,0.5960291279338042
5,2.0,4,1.6,pulse,4.789775159936509,89.38888888888889,40,8.39313963315067,0.23314276758751862,3.841270968368489,0.19830621819602734,0.7828571428571425,0.5897435897435898,0.6771130110640609,0.5962592300218922
7,1.0,3,1.3,pulse,5.182799216765379,86.72222222222223,52,8.863389994212499,0.24620527761701386,3.1278105149518742,0.2862156680344469,0.6457142857142858,0.8974358974358975,0.7287729140239897,0.5976235181284281
7,2.0,4,1.6,wave,6.119594431855635,86.61111111111111,39,8.179276425253281,0.22720212292370223,3.841270968368489,0.49575284658356156,0.64,0.5641025641025641,0.6536188184349869,0.5990722317431443
6,0.5,8,1.0,pulse,8.17862580815681,89.05555555555556,20,2.6229501241624096,0.07285972567117803,2.4000001999748566,0.9563056100737988,0.7657142857142856,0.07692307692307693,0.04322209937682848,0.5999845586575516
6,0.5,6,1.0,pulse,7.10695997402588,90.0,27,3.5406796265715066,0.09835221184920852,2.4000113903295164,0.7166013165269496,0.8142857142857141,0.2564102564102564,0.14404034634396742,0.6000279954701279
5,2.0,6,1.0,pulse,7.462747187750323,89.27777777777777,27,3.45344475727301,0.0959290210353614,2.4000113903295164,0.7961818350082358,0.7771428571428567,0.2564102564102564,0.13445705783248899,0.6012921816738679
5,1.0,8,1.0,pulse,8.059164220772605,89.44444444444444,20,2.6229503601502344,0.0728597322263954,2.4000001999748566,0.9295851021524671,0.7857142857142855,0.07692307692307693,0.04322212530154676,0.6023044368621623
5,2.0,4,1.3,wave,5.512084592344336,89.5,40,6.819557873239334,0.18943216314553704,3.121032661799397,0.35986840176414747,0.7885714285714284,0.5897435897435898,0.5042453479048498,0.6046476718535085
5,1.0,8,1.0,wave,7.384164347369778,91.0,21,2.706359688521541,0.07517665801448725,2.4000001999748566,0.7786048593891529,0.8657142857142855,0.10256410256410256,0.05238515454385286,0.6049560845838976
7,2.0,4,1.6,pulse,5.412362700416239,88.33333333333333,40,8.370904889575197,0.23252513582153325,3.841270968368489,0.33756315987392277,0.7285714285714281,0.5897435897435898,0.6746703873245401,0.6061563692648904
5,2.0,3,1.3,pulse,4.849080648992749,87.77777777777777,53,8.897943389301304,0.24716509414725843,3.1278105149518742,0.21157134236526498,0.6999999999999995,0.9230769230769231,0.7325688176213696,0.6067142914232823
5,2.0,8,1.0,wave,7.609538995290462,90.72222222222223,20,2.622950692993281,0.0728597414720356,2.4000001999748566,0.8290154155929979,0.8514285714285715,0.07692307692307693,0.04322216186640859,0.606733451106696
6,1.0,3,1.3,wave,5.4479605535654025,86.72222222222223,52,8.864611271939463,0.2462392019983184,3.1278105149518742,0.34552549101217783,0.6457142857142858,0.8974358974358975,0.7289070789158989,0.6124778068512426
6,2.0,4,1.3,pulse,5.654604842515872,89.5,40,6.81533684983763,0.1893149124954897,3.121032661799397,0.3917465439941763,0.7885714285714284,0.5897435897435898,0.5037816424462697,0.6125244663192998
5,2.0,8,1.6,pulse,7.491382983213568,89.88888888888889,20,4.19672115003993,0.11657558750110916,3.8400003199597705,0.8025869315439816,0.8085714285714283,0.07692307692307693,0.2161105545699354,0.6154182943494328
8,0.5,4,1.0,pulse,6.858787962333472,88.22222222222223,40,5.245179049642708,0.14569941804563077,2.4007943552303055,0.6610915719347176,0.722857142857143,0.5897435897435898,0.331290122383024,0.6157909907203575
7,0.5,4,1.6,pulse,5.846688316349297,87.72222222222223,40,8.389942698547099,0.23305396384853055,3.841270968368489,0.43471071428948554,0.6971428571428573,0.5897435897435898,0.6767618080771737,0.6167186848764509
5,2.0,6,1.3,pulse,6.887870020781068,90.27777777777779,27,4.60028685229662,0.1277857458971283,3.120014807428371,0.6675964861095008,0.8285714285714288,0.2564102564102564,0.2604447364075863,0.6174862373070611
7,1.0,3,1.6,wave,4.746266223237443,86.72222222222223,52,10.910290796233184,0.3030636332286995,3.8496129414792297,0.18857437959273562,0.6457142857142858,0.8974358974358975,0.9536375936857371,0.6181861319503498
5,2.0,3,1.0,pulse,5.399747991803399,88.83333333333333,53,6.946806784164206,0.19296685511567235,2.4060080884245187,0.33474157153916706,0.7542857142857139,0.9230769230769231,0.5182244257205311,0.6190665417651615
5,1.0,4,1.3,pulse,5.890355724357462,89.27777777777777,40,6.819726297657347,0.189436841601593,3.121032661799397,0.4444779988797492,0.7771428571428567,0.5897435897435898,0.5042638503661153,0.6206609144818049
5,2.0,8,1.3,pulse,7.370572256774671,91.22222222222223,20,3.4098360024395014,0.09471766673443059,3.1200002599673136,0.7755646556519805,0.8771428571428573,0.07692307692307693,0.1296663671080513,0.6222310307411988
8,0.5,4,1.3,wave,6.563032989365008,87.72222222222223,40,6.817824064310532,0.1893840017864036,3.121032661799397,0.5949387334280533,0.6971428571428573,0.5897435897435898,0.5040548782988069,0.6222343037054194
5,2.0,6,1.0,wave,8.266054769484358,88.66666666666667,26,3.4098335548775056,0.09471759874659737,2.4000113903295164,0.9758612371574503,0.7457142857142858,0.23076923076923078,0.12966609822826797,0.6285468805833679
5,0.5,6,1.3,pulse,6.813031791512838,90.94444444444446,27,4.603273164639372,0.1278686990177603,3.120014807428371,0.6508570844175677,0.8628571428571433,0.2564102564102564,0.2607728012398733,0.6287955712791068
7,1.0,6,1.3,pulse,7.443829297040154,89.5,27,4.5950570118940455,0.12764047255261235,3.120014807428371,0.791950385722783,0.7885714285714284,0.2564102564102564,0.2598702061784487,0.6304598061645539
5,1.0,6,1.0,pulse,7.488170965094316,90.55555555555556,27,3.5408487847125363,0.09835691068645934,2.4000113903295164,0.8018684850753028,0.8428571428571427,0.2564102564102564,0.14405892940923237,0.6342056470774121
5,2.0,6,1.3,wave,7.514060423480228,89.55555555555556,27,4.552576631865806,0.12646046199627237,3.120014807428371,0.8076592961052527,0.7914285714285714,0.2564102564102564,0.25520347438688884,0.6347394016875737
6,2.0,3,1.0,pulse,5.566268268952009,89.22222222222223,53,6.951426765587472,0.19309518793298533,2.4060080884245187,0.3719879072194519,0.7742857142857145,0.9230769230769231,0.5187319591788014,0.6374796323768871
5,0.5,3,1.6,wave,4.580436345583701,87.5,54,11.256413135614189,0.31267814265594956,3.8496129414792297,0.1514824686574708,0.6857142857142855,0.9487179487179487,0.991661267765033,0.6396460941605977
5,0.5,3,1.0,pulse,5.548370007444738,89.16666666666667,54,7.068924867999536,0.19635902411109823,2.4060080884245187,0.36798452296133916,0.7714285714285715,0.9487179487179487,0.5316398505302872,0.6403387528610442
5,2.0,8,1.6,wave,7.040188560113572,91.83333333333333,21,4.394169749947251,0.12206027083186807,3.8400003199597705,0.7016662555301103,0.9085714285714281,0.10256410256410256,0.23780150125576874,0.6420904172472343
5,1.0,8,1.6,pulse,7.7922112768887635,90.44444444444444,20,4.196721309800955,0.11657559193891541,3.8400003199597705,0.8698745423996496,0.8371428571428569,0.07692307692307693,0.21611057212066948,0.6450973434306396
5,1.0,6,1.0,wave,7.5486768634332435,90.88888888888889,27,3.5408939826016423,0.09835816618337895,2.4000113903295164,0.8154021101614397,0.8599999999999997,0.2564102564102564,0.14406389467615943,0.6453043321166173
5,0.5,4,1.6,pulse,5.471867195291127,89.66666666666666,41,8.541044087832638,0.23725122466201773,3.841270968368489,0.35087279656530257,0.7971428571428565,0.6153846153846154,0.6933612277777257,0.6466431919496177
5,2.0,4,1.0,pulse,6.489597781534727,90.33333333333333,41,5.318716947628589,0.14774213743412745,2.4007943552303055,0.5785131518206127,0.831428571428571,0.6153846153846154,0.33936871410435665,0.648183349457343
6,0.5,3,1.3,pulse,4.782854516601144,89.44444444444444,54,9.19575463519897,0.25543762875552695,3.1278105149518742,0.19675824692666352,0.7857142857142855,0.9487179487179487,0.7652852200685888,0.6506898291886071
5,0.5,8,1.3,wave,7.131784945652532,92.83333333333333,21,3.580315119781047,0.09945319777169574,3.1200002599673136,0.7221540290391599,0.9599999999999996,0.10256410256410256,0.1483945497694584,0.6524738274700916
